Attack_fleet = 28
Defend_fleet = 23
Attacker, Defender, attack damage, defender's health
ObjectId('52780ad16f94c119c08500e7') , ObjectId('52780ad16f94c119c085022d') , 1390, -924
ObjectId('52780ad16f94c119c08500f3') , ObjectId('52780ad16f94c119c0850239') , 738, -372
ObjectId('52780ad16f94c119c08500ff') , ObjectId('52780ad16f94c119c0850245') , 629, 394
ObjectId('52780ad16f94c119c085010b') , ObjectId('52780ad16f94c119c0850251') , 1335, -906
ObjectId('52780ad16f94c119c0850117') , ObjectId('52780ad16f94c119c085025d') , 596, 492
ObjectId('52780ad16f94c119c0850123') , ObjectId('52780ad16f94c119c0850269') , 1549, -761
ObjectId('52780ad16f94c119c085013b') , ObjectId('52780ad16f94c119c0850275') , 1946, -860
ObjectId('52780ad16f94c119c0850147') , ObjectId('52780ad16f94c119c085028d') , 621, -353
ObjectId('52780ad16f94c119c0850153') , ObjectId('52780ad16f94c119c0850299') , 806, 31
ObjectId('52780ad16f94c119c085015f') , ObjectId('52780ad16f94c119c08502a5') , 1595, -1283
ObjectId('52780ad16f94c119c085016b') , ObjectId('52780ad16f94c119c08502b1') , 1323, -1185
ObjectId('52780ad16f94c119c0850177') , ObjectId('52780ad16f94c119c08502bd') , 572, 158
ObjectId('52780ad16f94c119c0850183') , ObjectId('52780ad16f94c119c08502c9') , 622, -67
ObjectId('52780ad16f94c119c085018f') , ObjectId('52780ad16f94c119c08502d5') , 448, 336
ObjectId('52780ad16f94c119c085019b') , ObjectId('52780ad16f94c119c08502e1') , 1326, -628
ObjectId('52780ad16f94c119c08501a7') , ObjectId('52780ad16f94c119c08502f9') , 1638, -796
ObjectId('52780ad16f94c119c08501b3') , ObjectId('52780ad16f94c119c0850305') , 1482, -1364
ObjectId('52780ad16f94c119c08501bf') , ObjectId('52780ad16f94c119c0850311') , 933, -535
ObjectId('52780ad16f94c119c08501cb') , ObjectId('52780ad16f94c119c085031d') , 1359, -361
ObjectId('52780ad16f94c119c08501d7') , ObjectId('52780ad16f94c119c0850329') , 766, 10
ObjectId('52780ad16f94c119c08501e3') , ObjectId('52780ad16f94c119c0850335') , 554, -11
ObjectId('52780ad16f94c119c08501ef') , ObjectId('52780ad16f94c119c0850341') , 767, 188
ObjectId('52780ad16f94c119c08501fb') , ObjectId('52780ad16f94c119c085034d') , 458, 1042
Defender, Attacker, defend damage, attacker's health
ObjectId('52780ad16f94c119c085022d') , ObjectId('52780ad16f94c119c08500e7') , 810, -176
ObjectId('52780ad16f94c119c0850239') , ObjectId('52780ad16f94c119c08500f3') , 776, -120
ObjectId('52780ad16f94c119c0850245') , ObjectId('52780ad16f94c119c08500ff') , 1141, -989
ObjectId('52780ad16f94c119c0850251') , ObjectId('52780ad16f94c119c085010b') , 563, 234
ObjectId('52780ad16f94c119c085025d') , ObjectId('52780ad16f94c119c0850117') , 884, -343
ObjectId('52780ad16f94c119c0850269') , ObjectId('52780ad16f94c119c0850123') , 797, 236
ObjectId('52780ad16f94c119c0850275') , ObjectId('52780ad16f94c119c085013b') , 1735, -779
ObjectId('52780ad16f94c119c085028d') , ObjectId('52780ad16f94c119c0850147') , 942, -783
ObjectId('52780ad16f94c119c0850299') , ObjectId('52780ad16f94c119c0850153') , 505, 464
ObjectId('52780ad16f94c119c08502a5') , ObjectId('52780ad16f94c119c085015f') , 416, 471
ObjectId('52780ad16f94c119c08502b1') , ObjectId('52780ad16f94c119c085016b') , 748, 59
ObjectId('52780ad16f94c119c08502bd') , ObjectId('52780ad16f94c119c0850177') , 839, 129
ObjectId('52780ad16f94c119c08502c9') , ObjectId('52780ad16f94c119c0850183') , 700, 226
ObjectId('52780ad16f94c119c08502d5') , ObjectId('52780ad16f94c119c085018f') , 561, 380
ObjectId('52780ad16f94c119c08502e1') , ObjectId('52780ad16f94c119c085019b') , 1086, -164
ObjectId('52780ad16f94c119c08502f9') , ObjectId('52780ad16f94c119c08501a7') , 1142, -763
ObjectId('52780ad16f94c119c0850305') , ObjectId('52780ad16f94c119c08501b3') , 1031, -551
ObjectId('52780ad16f94c119c0850311') , ObjectId('52780ad16f94c119c08501bf') , 1488, -1092
ObjectId('52780ad16f94c119c085031d') , ObjectId('52780ad16f94c119c08501cb') , 582, 3
ObjectId('52780ad16f94c119c0850329') , ObjectId('52780ad16f94c119c08501d7') , 569, 121
ObjectId('52780ad16f94c119c0850335') , ObjectId('52780ad16f94c119c08501e3') , 1765, -793
ObjectId('52780ad16f94c119c0850341') , ObjectId('52780ad16f94c119c08501ef') , 2150, -1177
ObjectId('52780ad16f94c119c085034d') , ObjectId('52780ad16f94c119c08501fb') , 528, -50
ObjectId('52780ad16f94c119c0850359') , ObjectId('52780ad16f94c119c0850147') , 1457, -1298
Attacker Kill Count:  15
Defender Kill Count:  14

Attack_fleet = 10
Defend_fleet = 9
Attacker, Defender, attack damage, defender's health
ObjectId('52780ad16f94c119c085010b') , ObjectId('52780ad16f94c119c0850245') , 887, -493
ObjectId('52780ad16f94c119c0850123') , ObjectId('52780ad16f94c119c085025d') , 1251, -759
ObjectId('52780ad16f94c119c0850153') , ObjectId('52780ad16f94c119c0850299') , 634, -603
ObjectId('52780ad16f94c119c085015f') , ObjectId('52780ad16f94c119c08502bd') , 1717, -1559
ObjectId('52780ad16f94c119c085016b') , ObjectId('52780ad16f94c119c08502d5') , 996, -660
ObjectId('52780ad16f94c119c0850177') , ObjectId('52780ad16f94c119c0850329') , 632, -622
ObjectId('52780ad16f94c119c0850183') , ObjectId('52780ad16f94c119c0850341') , 520, -332
ObjectId('52780ad16f94c119c085018f') , ObjectId('52780ad16f94c119c085034d') , 252, 790
ObjectId('52780ad16f94c119c08501cb') , ObjectId('52780ad16f94c119c0850359') , 893, 607
ObjectId('52780ad16f94c119c08501d7') , ObjectId('52780ad16f94c119c0850245') , 907, -513
Defender, Attacker, defend damage, attacker's health
ObjectId('52780ad16f94c119c0850245') , ObjectId('52780ad16f94c119c085010b') , 1495, -1261
ObjectId('52780ad16f94c119c085025d') , ObjectId('52780ad16f94c119c0850123') , 836, -600
ObjectId('52780ad16f94c119c0850299') , ObjectId('52780ad16f94c119c0850153') , 588, -124
ObjectId('52780ad16f94c119c08502bd') , ObjectId('52780ad16f94c119c085015f') , 611, -140
ObjectId('52780ad16f94c119c08502d5') , ObjectId('52780ad16f94c119c085016b') , 496, -437
ObjectId('52780ad16f94c119c0850329') , ObjectId('52780ad16f94c119c0850177') , 540, -411
ObjectId('52780ad16f94c119c0850341') , ObjectId('52780ad16f94c119c0850183') , 1203, -977
ObjectId('52780ad16f94c119c085034d') , ObjectId('52780ad16f94c119c085018f') , 486, -106
ObjectId('52780ad16f94c119c0850359') , ObjectId('52780ad16f94c119c08501cb') , 1178, -1175
Attacker Kill Count:  8
Defender Kill Count:  9

Attack_fleet = 18
Defend_fleet = 17
Attacker, Defender, attack damage, defender's health
ObjectId('52780ad66f94c119c085038b') , ObjectId('52780ad66f94c119c0850489') , 1254, 246
ObjectId('52780ad66f94c119c0850397') , ObjectId('52780ad66f94c119c0850495') , 2290, -790
ObjectId('52780ad66f94c119c08503a3') , ObjectId('52780ad66f94c119c08504a1') , 1052, 448
ObjectId('52780ad66f94c119c08503af') , ObjectId('52780ad66f94c119c08504ad') , 767, 733
ObjectId('52780ad66f94c119c08503bb') , ObjectId('52780ad66f94c119c08504b9') , 408, 1092
ObjectId('52780ad66f94c119c08503c7') , ObjectId('52780ad66f94c119c08504c5') , 1644, -144
ObjectId('52780ad66f94c119c08503d3') , ObjectId('52780ad66f94c119c08504d1') , 683, 817
ObjectId('52780ad66f94c119c08503df') , ObjectId('52780ad66f94c119c08504dd') , 1473, 27
ObjectId('52780ad66f94c119c08503eb') , ObjectId('52780ad66f94c119c08504e9') , 829, 671
ObjectId('52780ad66f94c119c08503f7') , ObjectId('52780ad66f94c119c08504f5') , 1210, 290
ObjectId('52780ad66f94c119c0850403') , ObjectId('52780ad66f94c119c0850501') , 599, 901
ObjectId('52780ad66f94c119c085040f') , ObjectId('52780ad66f94c119c085050d') , 489, 1011
ObjectId('52780ad66f94c119c085041b') , ObjectId('52780ad66f94c119c0850519') , 489, 1011
ObjectId('52780ad66f94c119c0850427') , ObjectId('52780ad66f94c119c0850525') , 610, 890
ObjectId('52780ad66f94c119c0850433') , ObjectId('52780ad66f94c119c0850531') , 1062, 438
ObjectId('52780ad66f94c119c085043f') , ObjectId('52780ad66f94c119c085053d') , 791, 709
ObjectId('52780ad66f94c119c085044b') , ObjectId('52780ad66f94c119c0850549') , 1347, 153
ObjectId('52780ad66f94c119c0850457') , ObjectId('52780ad66f94c119c08504e9') , 1089, 411
Defender, Attacker, defend damage, attacker's health
ObjectId('52780ad66f94c119c0850489') , ObjectId('52780ad66f94c119c085038b') , 781, 719
ObjectId('52780ad66f94c119c0850495') , ObjectId('52780ad66f94c119c0850397') , 1202, 298
ObjectId('52780ad66f94c119c08504a1') , ObjectId('52780ad66f94c119c08503a3') , 1202, 298
ObjectId('52780ad66f94c119c08504ad') , ObjectId('52780ad66f94c119c08503af') , 361, 1139
ObjectId('52780ad66f94c119c08504b9') , ObjectId('52780ad66f94c119c08503bb') , 507, 993
ObjectId('52780ad66f94c119c08504c5') , ObjectId('52780ad66f94c119c08503c7') , 1083, 417
ObjectId('52780ad66f94c119c08504d1') , ObjectId('52780ad66f94c119c08503d3') , 680, 820
ObjectId('52780ad66f94c119c08504dd') , ObjectId('52780ad66f94c119c08503df') , 442, 1058
ObjectId('52780ad66f94c119c08504e9') , ObjectId('52780ad66f94c119c08503eb') , 1012, 488
ObjectId('52780ad66f94c119c08504f5') , ObjectId('52780ad66f94c119c08503f7') , 1998, -498
ObjectId('52780ad66f94c119c0850501') , ObjectId('52780ad66f94c119c0850403') , 909, 591
ObjectId('52780ad66f94c119c085050d') , ObjectId('52780ad66f94c119c085040f') , 462, 1038
ObjectId('52780ad66f94c119c0850519') , ObjectId('52780ad66f94c119c085041b') , 673, 827
ObjectId('52780ad66f94c119c0850525') , ObjectId('52780ad66f94c119c0850427') , 517, 983
ObjectId('52780ad66f94c119c0850531') , ObjectId('52780ad66f94c119c0850433') , 757, 743
ObjectId('52780ad66f94c119c085053d') , ObjectId('52780ad66f94c119c085043f') , 2005, -505
ObjectId('52780ad66f94c119c0850549') , ObjectId('52780ad66f94c119c085044b') , 929, 571
Attacker Kill Count:  2
Defender Kill Count:  2

Attack_fleet = 16
Defend_fleet = 15
Attacker, Defender, attack damage, defender's health
ObjectId('52780ad66f94c119c085038b') , ObjectId('52780ad66f94c119c0850489') , 903, -657
ObjectId('52780ad66f94c119c0850397') , ObjectId('52780ad66f94c119c08504a1') , 2005, -1557
ObjectId('52780ad66f94c119c08503a3') , ObjectId('52780ad66f94c119c08504ad') , 1257, -524
ObjectId('52780ad66f94c119c08503af') , ObjectId('52780ad66f94c119c08504b9') , 569, 523
ObjectId('52780ad66f94c119c08503bb') , ObjectId('52780ad66f94c119c08504d1') , 757, 60
ObjectId('52780ad66f94c119c08503c7') , ObjectId('52780ad66f94c119c08504dd') , 1590, -1563
ObjectId('52780ad66f94c119c08503d3') , ObjectId('52780ad66f94c119c08504e9') , 869, -458
ObjectId('52780ad66f94c119c08503df') , ObjectId('52780ad66f94c119c08504f5') , 1283, -993
ObjectId('52780ad66f94c119c08503eb') , ObjectId('52780ad66f94c119c0850501') , 1430, -529
ObjectId('52780ad66f94c119c0850403') , ObjectId('52780ad66f94c119c085050d') , 1159, -148
ObjectId('52780ad66f94c119c085040f') , ObjectId('52780ad66f94c119c0850519') , 389, 622
ObjectId('52780ad66f94c119c085041b') , ObjectId('52780ad66f94c119c0850525') , 528, 362
ObjectId('52780ad66f94c119c0850427') , ObjectId('52780ad66f94c119c0850531') , 512, -74
ObjectId('52780ad66f94c119c0850433') , ObjectId('52780ad66f94c119c085053d') , 1509, -800
ObjectId('52780ad66f94c119c085044b') , ObjectId('52780ad66f94c119c0850549') , 1707, -1554
ObjectId('52780ad66f94c119c0850457') , ObjectId('52780ad66f94c119c08504d1') , 849, -32
Defender, Attacker, defend damage, attacker's health
ObjectId('52780ad66f94c119c0850489') , ObjectId('52780ad66f94c119c085038b') , 1013, -294
ObjectId('52780ad66f94c119c08504a1') , ObjectId('52780ad66f94c119c0850397') , 2198, -1900
ObjectId('52780ad66f94c119c08504ad') , ObjectId('52780ad66f94c119c08503a3') , 1061, -763
ObjectId('52780ad66f94c119c08504b9') , ObjectId('52780ad66f94c119c08503af') , 548, 591
ObjectId('52780ad66f94c119c08504d1') , ObjectId('52780ad66f94c119c08503bb') , 921, 72
ObjectId('52780ad66f94c119c08504dd') , ObjectId('52780ad66f94c119c08503c7') , 669, -252
ObjectId('52780ad66f94c119c08504e9') , ObjectId('52780ad66f94c119c08503d3') , 2254, -1434
ObjectId('52780ad66f94c119c08504f5') , ObjectId('52780ad66f94c119c08503df') , 1067, -9
ObjectId('52780ad66f94c119c0850501') , ObjectId('52780ad66f94c119c08503eb') , 2092, -1604
ObjectId('52780ad66f94c119c085050d') , ObjectId('52780ad66f94c119c0850403') , 695, -104
ObjectId('52780ad66f94c119c0850519') , ObjectId('52780ad66f94c119c085040f') , 479, 559
ObjectId('52780ad66f94c119c0850525') , ObjectId('52780ad66f94c119c085041b') , 429, 398
ObjectId('52780ad66f94c119c0850531') , ObjectId('52780ad66f94c119c0850427') , 714, 269
ObjectId('52780ad66f94c119c085053d') , ObjectId('52780ad66f94c119c0850433') , 924, -181
ObjectId('52780ad66f94c119c0850549') , ObjectId('52780ad66f94c119c085044b') , 1613, -1042
Attacker Kill Count:  12
Defender Kill Count:  10

Attack_fleet = 6
Defend_fleet = 3
Attacker, Defender, attack damage, defender's health
ObjectId('52780ad66f94c119c08503af') , ObjectId('52780ad66f94c119c08504b9') , 966, -443
ObjectId('52780ad66f94c119c08503bb') , ObjectId('52780ad66f94c119c0850519') , 718, -96
ObjectId('52780ad66f94c119c085040f') , ObjectId('52780ad66f94c119c0850525') , 558, -196
ObjectId('52780ad66f94c119c085041b') , ObjectId('52780ad66f94c119c08504b9') , 666, -143
ObjectId('52780ad66f94c119c0850427') , ObjectId('52780ad66f94c119c0850525') , 535, -173
ObjectId('52780ad66f94c119c0850457') , ObjectId('52780ad66f94c119c0850525') , 1028, -666
Defender, Attacker, defend damage, attacker's health
ObjectId('52780ad66f94c119c08504b9') , ObjectId('52780ad66f94c119c08503af') , 867, -276
ObjectId('52780ad66f94c119c0850519') , ObjectId('52780ad66f94c119c08503bb') , 906, -834
ObjectId('52780ad66f94c119c0850525') , ObjectId('52780ad66f94c119c085040f') , 534, 25
Attacker Kill Count:  6
Defender Kill Count:  2

Attack_fleet = 27
Defend_fleet = 23
Attacker, Defender, attack damage, defender's health
ObjectId('52780ada6f94c119c085057b') , ObjectId('52780ada6f94c119c08506e5') , 975, 525
ObjectId('52780ada6f94c119c0850587') , ObjectId('52780ada6f94c119c08506f1') , 879, 621
ObjectId('52780ada6f94c119c0850593') , ObjectId('52780ada6f94c119c08506fd') , 1909, -409
ObjectId('52780ada6f94c119c085059f') , ObjectId('52780ada6f94c119c0850709') , 353, 1147
ObjectId('52780ada6f94c119c08505ab') , ObjectId('52780ada6f94c119c0850715') , 1045, 455
ObjectId('52780ada6f94c119c08505b7') , ObjectId('52780ada6f94c119c0850721') , 1267, 233
ObjectId('52780ada6f94c119c08505c3') , ObjectId('52780ada6f94c119c085072d') , 1111, 389
ObjectId('52780ada6f94c119c08505cf') , ObjectId('52780ada6f94c119c0850739') , 479, 1021
ObjectId('52780ada6f94c119c08505db') , ObjectId('52780ada6f94c119c0850745') , 447, 1053
ObjectId('52780ada6f94c119c08505e7') , ObjectId('52780ada6f94c119c0850751') , 369, 1131
ObjectId('52780ada6f94c119c08505f3') , ObjectId('52780ada6f94c119c085075d') , 1795, -295
ObjectId('52780ada6f94c119c08505ff') , ObjectId('52780ada6f94c119c0850769') , 1336, 164
ObjectId('52780ada6f94c119c085060b') , ObjectId('52780ada6f94c119c0850775') , 1110, 390
ObjectId('52780ada6f94c119c0850617') , ObjectId('52780ada6f94c119c0850781') , 398, 1102
ObjectId('52780ada6f94c119c0850623') , ObjectId('52780ada6f94c119c085078d') , 653, 847
ObjectId('52780ada6f94c119c085062f') , ObjectId('52780ada6f94c119c0850799') , 1622, -122
ObjectId('52780ada6f94c119c085063b') , ObjectId('52780ada6f94c119c08507a5') , 1524, -24
ObjectId('52780ada6f94c119c0850647') , ObjectId('52780ada6f94c119c08507b1') , 2220, -720
ObjectId('52780ada6f94c119c0850653') , ObjectId('52780ada6f94c119c08507bd') , 1219, 281
ObjectId('52780ada6f94c119c085065f') , ObjectId('52780ada6f94c119c08507c9') , 874, 626
ObjectId('52780ada6f94c119c085066b') , ObjectId('52780ada6f94c119c08507d5') , 1133, 367
ObjectId('52780ada6f94c119c0850677') , ObjectId('52780ada6f94c119c08507e1') , 1831, -331
ObjectId('52780ada6f94c119c0850683') , ObjectId('52780ada6f94c119c08507ed') , 762, 738
ObjectId('52780ada6f94c119c085068f') , ObjectId('52780ada6f94c119c0850721') , 963, 537
ObjectId('52780ada6f94c119c085069b') , ObjectId('52780ada6f94c119c0850721') , 1507, -7
ObjectId('52780ada6f94c119c08506a7') , ObjectId('52780ada6f94c119c0850739') , 1316, 184
ObjectId('52780ada6f94c119c08506b3') , ObjectId('52780ada6f94c119c08507e1') , 913, 587
Defender, Attacker, defend damage, attacker's health
ObjectId('52780ada6f94c119c08506e5') , ObjectId('52780ada6f94c119c085057b') , 995, 505
ObjectId('52780ada6f94c119c08506f1') , ObjectId('52780ada6f94c119c0850587') , 1210, 290
ObjectId('52780ada6f94c119c08506fd') , ObjectId('52780ada6f94c119c0850593') , 918, 582
ObjectId('52780ada6f94c119c0850709') , ObjectId('52780ada6f94c119c085059f') , 1278, 222
ObjectId('52780ada6f94c119c0850715') , ObjectId('52780ada6f94c119c08505ab') , 638, 862
ObjectId('52780ada6f94c119c0850721') , ObjectId('52780ada6f94c119c08505b7') , 1430, 70
ObjectId('52780ada6f94c119c085072d') , ObjectId('52780ada6f94c119c08505c3') , 1301, 199
ObjectId('52780ada6f94c119c0850739') , ObjectId('52780ada6f94c119c08505cf') , 466, 1034
ObjectId('52780ada6f94c119c0850745') , ObjectId('52780ada6f94c119c08505db') , 881, 619
ObjectId('52780ada6f94c119c0850751') , ObjectId('52780ada6f94c119c08505e7') , 440, 1060
ObjectId('52780ada6f94c119c085075d') , ObjectId('52780ada6f94c119c08505f3') , 556, 944
ObjectId('52780ada6f94c119c0850769') , ObjectId('52780ada6f94c119c08505ff') , 618, 882
ObjectId('52780ada6f94c119c0850775') , ObjectId('52780ada6f94c119c085060b') , 430, 1070
ObjectId('52780ada6f94c119c0850781') , ObjectId('52780ada6f94c119c0850617') , 434, 1066
ObjectId('52780ada6f94c119c085078d') , ObjectId('52780ada6f94c119c0850623') , 773, 727
ObjectId('52780ada6f94c119c0850799') , ObjectId('52780ada6f94c119c085062f') , 647, 853
ObjectId('52780ada6f94c119c08507a5') , ObjectId('52780ada6f94c119c085063b') , 1238, 262
ObjectId('52780ada6f94c119c08507b1') , ObjectId('52780ada6f94c119c0850647') , 573, 927
ObjectId('52780ada6f94c119c08507bd') , ObjectId('52780ada6f94c119c0850653') , 956, 544
ObjectId('52780ada6f94c119c08507c9') , ObjectId('52780ada6f94c119c085065f') , 1206, 294
ObjectId('52780ada6f94c119c08507d5') , ObjectId('52780ada6f94c119c085066b') , 782, 718
ObjectId('52780ada6f94c119c08507e1') , ObjectId('52780ada6f94c119c0850677') , 533, 967
ObjectId('52780ada6f94c119c08507ed') , ObjectId('52780ada6f94c119c0850683') , 479, 1021
Attacker Kill Count:  7
Defender Kill Count:  0

Attack_fleet = 27
Defend_fleet = 16
Attacker, Defender, attack damage, defender's health
ObjectId('52780ada6f94c119c085057b') , ObjectId('52780ada6f94c119c08506e5') , 727, -202
ObjectId('52780ada6f94c119c0850587') , ObjectId('52780ada6f94c119c08506f1') , 450, 171
ObjectId('52780ada6f94c119c0850593') , ObjectId('52780ada6f94c119c0850709') , 1663, -516
ObjectId('52780ada6f94c119c085059f') , ObjectId('52780ada6f94c119c0850715') , 503, -48
ObjectId('52780ada6f94c119c08505ab') , ObjectId('52780ada6f94c119c085072d') , 681, -292
ObjectId('52780ada6f94c119c08505b7') , ObjectId('52780ada6f94c119c0850739') , 1363, -1179
ObjectId('52780ada6f94c119c08505c3') , ObjectId('52780ada6f94c119c0850745') , 1521, -468
ObjectId('52780ada6f94c119c08505cf') , ObjectId('52780ada6f94c119c0850751') , 430, 701
ObjectId('52780ada6f94c119c08505db') , ObjectId('52780ada6f94c119c0850769') , 721, -557
ObjectId('52780ada6f94c119c08505e7') , ObjectId('52780ada6f94c119c0850775') , 432, -42
ObjectId('52780ada6f94c119c08505f3') , ObjectId('52780ada6f94c119c0850781') , 1714, -612
ObjectId('52780ada6f94c119c08505ff') , ObjectId('52780ada6f94c119c085078d') , 1213, -366
ObjectId('52780ada6f94c119c085060b') , ObjectId('52780ada6f94c119c08507bd') , 1568, -1287
ObjectId('52780ada6f94c119c0850617') , ObjectId('52780ada6f94c119c08507c9') , 654, -28
ObjectId('52780ada6f94c119c0850623') , ObjectId('52780ada6f94c119c08507d5') , 518, -151
ObjectId('52780ada6f94c119c085062f') , ObjectId('52780ada6f94c119c08507ed') , 553, 185
ObjectId('52780ada6f94c119c085063b') , ObjectId('52780ada6f94c119c0850745') , 679, 374
ObjectId('52780ada6f94c119c0850647') , ObjectId('52780ada6f94c119c0850775') , 1257, -867
ObjectId('52780ada6f94c119c0850653') , ObjectId('52780ada6f94c119c08507c9') , 672, -46
ObjectId('52780ada6f94c119c085065f') , ObjectId('52780ada6f94c119c08506e5') , 1211, -686
ObjectId('52780ada6f94c119c085066b') , ObjectId('52780ada6f94c119c0850715') , 948, -493
ObjectId('52780ada6f94c119c0850677') , ObjectId('52780ada6f94c119c08506e5') , 972, -447
ObjectId('52780ada6f94c119c0850683') , ObjectId('52780ada6f94c119c0850739') , 618, -434
ObjectId('52780ada6f94c119c085068f') , ObjectId('52780ada6f94c119c08507ed') , 491, 247
ObjectId('52780ada6f94c119c085069b') , ObjectId('52780ada6f94c119c08507bd') , 1416, -1135
ObjectId('52780ada6f94c119c08506a7') , ObjectId('52780ada6f94c119c08507d5') , 1095, -728
ObjectId('52780ada6f94c119c08506b3') , ObjectId('52780ada6f94c119c0850751') , 781, 350
Defender, Attacker, defend damage, attacker's health
ObjectId('52780ada6f94c119c08506e5') , ObjectId('52780ada6f94c119c085057b') , 617, -112
ObjectId('52780ada6f94c119c08506f1') , ObjectId('52780ada6f94c119c0850587') , 1635, -1345
ObjectId('52780ada6f94c119c0850709') , ObjectId('52780ada6f94c119c0850593') , 2031, -1449
ObjectId('52780ada6f94c119c0850715') , ObjectId('52780ada6f94c119c085059f') , 476, -254
ObjectId('52780ada6f94c119c085072d') , ObjectId('52780ada6f94c119c08505ab') , 912, -50
ObjectId('52780ada6f94c119c0850739') , ObjectId('52780ada6f94c119c08505b7') , 538, -468
ObjectId('52780ada6f94c119c0850745') , ObjectId('52780ada6f94c119c08505c3') , 1040, -841
ObjectId('52780ada6f94c119c0850751') , ObjectId('52780ada6f94c119c08505cf') , 339, 695
ObjectId('52780ada6f94c119c0850769') , ObjectId('52780ada6f94c119c08505db') , 626, -7
ObjectId('52780ada6f94c119c0850775') , ObjectId('52780ada6f94c119c08505e7') , 308, 752
ObjectId('52780ada6f94c119c0850781') , ObjectId('52780ada6f94c119c08505f3') , 341, 603
ObjectId('52780ada6f94c119c085078d') , ObjectId('52780ada6f94c119c08505ff') , 362, 520
ObjectId('52780ada6f94c119c08507bd') , ObjectId('52780ada6f94c119c085060b') , 677, 393
ObjectId('52780ada6f94c119c08507c9') , ObjectId('52780ada6f94c119c0850617') , 367, 699
ObjectId('52780ada6f94c119c08507d5') , ObjectId('52780ada6f94c119c0850623') , 1235, -508
ObjectId('52780ada6f94c119c08507ed') , ObjectId('52780ada6f94c119c085062f') , 1042, -189
Attacker Kill Count:  21
Defender Kill Count:  10

Attack_fleet = 17
Defend_fleet = 3
Attacker, Defender, attack damage, defender's health
ObjectId('52780ada6f94c119c08505cf') , ObjectId('52780ada6f94c119c08506f1') , 441, -270
ObjectId('52780ada6f94c119c08505e7') , ObjectId('52780ada6f94c119c0850751') , 533, -183
ObjectId('52780ada6f94c119c08505f3') , ObjectId('52780ada6f94c119c08507ed') , 1004, -757
ObjectId('52780ada6f94c119c08505ff') , ObjectId('52780ada6f94c119c08507ed') , 2014, -1767
ObjectId('52780ada6f94c119c085060b') , ObjectId('52780ada6f94c119c08507ed') , 1645, -1398
ObjectId('52780ada6f94c119c0850617') , ObjectId('52780ada6f94c119c0850751') , 497, -147
ObjectId('52780ada6f94c119c085063b') , ObjectId('52780ada6f94c119c08507ed') , 1543, -1296
ObjectId('52780ada6f94c119c0850647') , ObjectId('52780ada6f94c119c08506f1') , 1110, -939
ObjectId('52780ada6f94c119c0850653') , ObjectId('52780ada6f94c119c0850751') , 706, -356
ObjectId('52780ada6f94c119c085065f') , ObjectId('52780ada6f94c119c08506f1') , 1457, -1286
ObjectId('52780ada6f94c119c085066b') , ObjectId('52780ada6f94c119c08507ed') , 1669, -1422
ObjectId('52780ada6f94c119c0850677') , ObjectId('52780ada6f94c119c08506f1') , 1386, -1215
ObjectId('52780ada6f94c119c0850683') , ObjectId('52780ada6f94c119c08507ed') , 580, -333
ObjectId('52780ada6f94c119c085068f') , ObjectId('52780ada6f94c119c08506f1') , 732, -561
ObjectId('52780ada6f94c119c085069b') , ObjectId('52780ada6f94c119c08507ed') , 578, -331
ObjectId('52780ada6f94c119c08506a7') , ObjectId('52780ada6f94c119c08507ed') , 1509, -1262
ObjectId('52780ada6f94c119c08506b3') , ObjectId('52780ada6f94c119c0850751') , 558, -208
Defender, Attacker, defend damage, attacker's health
ObjectId('52780ada6f94c119c08506f1') , ObjectId('52780ada6f94c119c08505cf') , 847, -152
ObjectId('52780ada6f94c119c0850751') , ObjectId('52780ada6f94c119c08505e7') , 748, 4
ObjectId('52780ada6f94c119c08507ed') , ObjectId('52780ada6f94c119c08505f3') , 828, -225
Attacker Kill Count:  17
Defender Kill Count:  2

Attack_fleet = 17
Defend_fleet = 30
Attacker, Defender, attack damage, defender's health
ObjectId('52780ade6f94c119c085081f') , ObjectId('52780ade6f94c119c0850911') , 600, 900
ObjectId('52780ade6f94c119c085082b') , ObjectId('52780ade6f94c119c085091d') , 1401, 99
ObjectId('52780ade6f94c119c0850837') , ObjectId('52780ade6f94c119c0850929') , 318, 1182
ObjectId('52780ade6f94c119c0850843') , ObjectId('52780ade6f94c119c0850935') , 1457, 43
ObjectId('52780ade6f94c119c085084f') , ObjectId('52780ade6f94c119c0850941') , 899, 601
ObjectId('52780ade6f94c119c085085b') , ObjectId('52780ade6f94c119c085094d') , 450, 1050
ObjectId('52780ade6f94c119c0850867') , ObjectId('52780ade6f94c119c0850959') , 702, 798
ObjectId('52780ade6f94c119c0850873') , ObjectId('52780ade6f94c119c0850965') , 1405, 95
ObjectId('52780ade6f94c119c085087f') , ObjectId('52780ade6f94c119c0850971') , 1068, 432
ObjectId('52780ade6f94c119c085088b') , ObjectId('52780ade6f94c119c085097d') , 544, 956
ObjectId('52780ade6f94c119c0850897') , ObjectId('52780ade6f94c119c0850989') , 869, 631
ObjectId('52780ade6f94c119c08508a3') , ObjectId('52780ade6f94c119c0850995') , 816, 684
ObjectId('52780ade6f94c119c08508af') , ObjectId('52780ade6f94c119c08509a1') , 545, 955
ObjectId('52780ade6f94c119c08508bb') , ObjectId('52780ade6f94c119c08509ad') , 1128, 372
